obs,air_temperature,air_temperature_qc_executed,air_temperature_qc_results,barometric_pressure,barometric_pressure_qc_executed,barometric_pressure_qc_results,ct_depth,dcl_controller_timestamp,deployment,driver_timestamp,eastward_wind_velocity,eastward_wind_velocity_qc_executed,eastward_wind_velocity_qc_results,ingestion_timestamp,internal_timestamp,lat,lon,longwave_irradiance,longwave_irradiance_qc_executed,longwave_irradiance_qc_results,met_barpres,met_barpres_qc_executed,met_barpres_qc_results,met_current_direction,met_current_direction_qc_executed,met_current_direction_qc_results,met_current_speed,met_current_speed_qc_executed,met_current_speed_qc_results,met_heatflx_minute,met_latnflx_minute,met_netlirr_minute,met_netsirr,met_netsirr_qc_executed,met_netsirr_qc_results,met_relwind_direction,met_relwind_direction_qc_executed,met_relwind_direction_qc_results,met_relwind_speed,met_relwind_speed_qc_executed,met_relwind_speed_qc_results,met_salsurf,met_salsurf_qc_executed,met_salsurf_qc_results,met_sensflx_minute,met_spechum,met_spechum_qc_executed,met_spechum_qc_results,met_windavg_mag_corr_east,met_windavg_mag_corr_north,northward_wind_velocity,northward_wind_velocity_qc_executed,northward_wind_velocity_qc_results,port_timestamp,precipitation,precipitation_qc_executed,precipitation_qc_results,preferred_timestamp,relative_humidity,relative_humidity_qc_executed,relative_humidity_qc_results,sea_surface_conductivity,sea_surface_conductivity_qc_executed,sea_surface_conductivity_qc_results,sea_surface_temperature,sea_surface_temperature_qc_executed,sea_surface_temperature_qc_results,shortwave_irradiance,shortwave_irradiance_qc_executed,shortwave_irradiance_qc_results,time,velpt_ab_dcl_instrument-eastward_velocity,velpt_ab_dcl_instrument-northward_velocity
"('6738',)",10.3830003738,29,29,1023.2199707,29,29,0.98,empty,7,3736862015.91,-1.70000004768,29,29,3736862016.02,0.0,44.63567,-124.30418,290.899993896,29,29,102322.0,29,29,219.020953342,29,29,0.629986552722,29,29,-480.552913373,5.30379233134,72.0398520853,556.88848877,29,28,337.104600131,29,29,2.34449154653,29,29,32.280425693,29,29,-1.00806901987,6.83254241943,29,29,-1.3087668142,1.67033815131,1.26999998093,29,29,3736858706.66,20.3400001526,29,13,port_timestamp,88.5049972534,29,29,3.56620001793,29,13,10.2740001678,29,29,589.299987793,29,29,3736858706.66,-0.39664240317,-0.489446483917
"('6739',)",10.3979997635,29,29,1023.01000977,29,29,0.98,empty,7,3736862015.91,-1.48000001907,29,29,3736862016.02,0.0,44.63567,-124.30418,291.299987793,29,29,102301.0,29,29,219.669658711,29,29,0.62398002657,29,29,-465.245708083,5.26885896671,71.7463844565,541.295959473,29,28,342.671222057,29,29,2.27352116282,29,29,32.2789599694,29,29,-0.964992033882,6.82902240753,29,29,-1.07550231539,1.69002807386,1.35000002384,29,29,3736858771.18,20.3400001526,29,13,port_timestamp,88.3529968262,29,29,3.5680000782,29,13,10.295999527,29,29,572.799987793,29,29,3736858771.18,-0.398324069645,-0.480300956796
"('6740',)",10.4659996033,29,29,1023.08001709,29,29,0.98,empty,7,3736862015.91,-1.61000001431,29,29,3736862016.02,0.0,44.63567,-124.30418,290.899993896,29,29,102308.0,29,29,220.328487556,29,29,0.618076192361,29,29,-456.229798163,4.96498173799,72.0740054311,532.034973145,29,28,339.95417929,29,29,2.33677402168,29,29,32.2886284124,29,29,-1.23381218741,6.85669898987,29,29,-1.20097928883,1.72402113045,1.35000002384,29,29,3736858835.47,20.3400001526,29,13,port_timestamp,88.3140029907,29,29,3.5678999424,29,13,10.2840003967,29,29,563.0,29,29,3736858835.47,-0.399999689214,-0.471188315
"('6741',)",10.4890003204,29,29,1023.2199707,29,29,0.98,empty,7,3736862015.91,-1.91999995708,29,29,3736862016.02,0.0,44.63567,-124.30418,291.700012207,29,29,102322.0,29,29,221.00018624,29,29,0.612253493358,29,29,-477.250707858,5.42868230556,71.293243066,552.541503906,29,28,334.591857203,29,29,2.5419851892,29,29,32.2863462338,29,29,-1.43112932288,6.85235691071,29,29,-1.49234902152,1.83403768227,1.37999999523,29,29,3736858899.78,20.3400001526,29,13,port_timestamp,88.1350021362,29,29,3.56669998169,29,13,10.2729997635,29,29,584.700012207,29,29,3736858899.78,-0.401675934317,-0.462072271316
"('6742',)",10.5419998169,29,29,1023.35998535,29,29,0.98,empty,7,3736862015.91,-1.82000005245,29,29,3736862016.02,0.0,44.63567,-124.30418,292.200012207,29,29,102336.0,29,29,221.7009143,29,29,0.606382900227,29,29,-461.894615488,4.91935416773,70.7387635659,536.00402832,29,28,335.255965605,29,29,2.41477514425,29,29,32.2899834925,29,29,-1.54870490155,6.85509634018,29,29,-1.41413232917,1.74032462391,1.30999994278,29,29,3736858965.61,20.3400001526,29,13,port_timestamp,87.8710021973,29,29,3.56599998474,29,13,10.2609996796,29,29,567.200012207,29,29,3736858965.61,-0.403391536481,-0.452742189312
"('6743',)",10.5500001907,29,29,1023.28997803,29,29,0.98,empty,7,3736862015.91,-1.97000002861,29,29,3736862016.02,0.0,44.63567,-124.30418,292.399993896,29,29,102329.0,29,29,222.398430265,29,29,0.600738359346,29,29,-489.158554306,5.20928676864,70.5708216951,563.314453125,29,28,332.570333026,29,29,2.50477082215,29,29,32.2877369926,29,29,-1.62420964506,6.84889125824,29,29,-1.55891343467,1.77954737673,1.30999994278,29,29,3736859029.89,20.3400001526,29,13,port_timestamp,87.7389984131,29,29,3.56559991837,29,13,10.2589998245,29,29,596.099975586,29,29,3736859029.89,-0.405067156037,-0.443629547584
"('6744',)",10.5799999237,29,29,1023.15002441,29,29,0.98,empty,7,3736862015.91,-1.75999999046,29,29,3736862016.02,0.0,44.63567,-124.30418,291.399993896,29,29,102315.0,29,29,222.767689527,29,29,0.597828157643,29,29,-475.921267659,4.67005856135,71.5330345843,550.556945801,29,28,335.356151799,29,29,2.31659860823,29,29,32.2924599924,29,29,-1.56741500421,6.85322904587,29,29,-1.37190890659,1.66672310791,1.25,29,29,3736859063.45,20.3400001526,29,13,port_timestamp,87.6070022583,29,29,3.5666000843,29,13,10.2650003433,29,29,582.599975586,29,29,3736859063.45,-0.405941716433,-0.438873363205
"('6745',)",10.6180000305,29,29,1022.94000244,29,29,0.98,empty,7,3736862015.91,-1.75999999046,29,29,3736862016.02,0.0,44.63567,-124.30418,291.700012207,29,29,102294.0,29,29,223.486693041,29,29,0.592311738004,29,29,-486.28454117,4.47979396734,71.2733458974,560.385009766,29,28,335.61565983,29,29,2.3229882805,29,29,32.297722507,29,29,-1.65267126896,6.87626361847,29,29,-1.36667921037,1.68602723997,1.26999998093,29,29,3736859127.87,20.3299999237,29,13,port_timestamp,87.6600036621,29,29,3.56730008125,29,13,10.2670001984,29,29,593.0,29,29,3736859127.87,-0.407620698297,-0.429742435998
"('6746',)",10.6940002441,29,29,1023.28997803,29,29,0.98,empty,7,3736862015.91,-1.95000004768,29,29,3736862016.02,0.0,44.63567,-124.30418,291.5,29,29,102329.0,29,29,224.222356146,29,29,0.586866651189,29,29,-471.935550654,4.07049524114,71.3605582972,545.926513672,29,28,329.427364176,29,29,2.3250665159,29,29,32.3074827475,29,29,-1.89104556123,6.89580631256,29,29,-1.59190629597,1.58127624486,1.11000001431,29,29,3736859192.57,20.3400001526,29,13,port_timestamp,87.4940032959,29,29,3.5664999485,29,13,10.2469997406,29,29,577.700012207,29,29,3736859192.57,-0.409307082398,-0.420571252675
"('6747',)",10.6859998703,29,29,1023.2199707,29,29,0.98,empty,7,3736862015.91,-2.27999997139,29,29,3736862016.02,0.0,44.63567,-124.30418,291.5,29,29,102322.0,29,29,224.966343083,29,29,0.581557447166,29,29,-493.751920363,5.00670754122,71.3658635321,567.945007324,29,28,325.893945044,29,29,2.62747455614,29,29,32.3137191694,29,29,-2.17948411239,6.86901473999,29,29,-1.88427619279,1.76408707017,1.21000003815,29,29,3736859256.81,20.3400001526,29,13,port_timestamp,87.1959991455,29,29,3.5664999485,29,13,10.2399997711,29,29,601.0,29,29,3736859256.81,-0.41098158121,-0.411464705971
"('6748',)",10.7170000076,29,29,1023.01000977,29,29,0.98,empty,7,3736862015.91,-2.17000007629,29,29,3736862016.02,0.0,44.63567,-124.30418,291.5,29,29,102301.0,29,29,225.72436095,29,29,0.576345045679,29,13,-500.305991383,4.75602306169,71.3131947566,574.087524414,29,28,329.3745549,29,29,2.61877959836,29,29,32.315232035,29,29,-2.28768478765,6.88412618637,29,29,-1.74672525798,1.85114864838,1.33000004292,29,29,3736859321.1,20.3400001526,29,13,port_timestamp,87.1890029907,29,29,3.56550002098,29,13,10.2270002365,29,29,607.5,29,29,3736859321.1,-0.412657070454,-0.402352772928
"('6749',)",10.7550001144,29,29,1023.28997803,29,29,0.98,empty,7,3736862015.91,-1.70000004768,29,29,3736862016.02,0.0,44.63567,-124.30418,291.399993896,29,29,102329.0,29,29,226.495761939,29,29,0.571237398245,29,13,-478.685443578,3.53350808869,71.4229883258,551.785522461,29,28,334.749428178,29,29,2.16419692969,29,29,32.3125933371,29,29,-1.85641753184,6.90236854553,29,29,-1.33753017457,1.56416530993,1.15999996662,29,29,3736859385.35,20.3299999237,29,13,port_timestamp,87.2220001221,29,29,3.56629991531,29,13,10.2390003204,29,29,583.900024414,29,29,3736859385.35,-0.414331882027,-0.393244525313
"('6750',)",10.8000001907,29,29,1023.28997803,29,29,0.98,empty,7,3736862015.91,-1.98000001907,29,29,3736862016.02,0.0,44.63567,-124.30418,292.0,29,29,102329.0,29,29,226.731633065,29,29,0.569989516832,29,13,-501.41964461,3.67788734479,70.9442311722,574.465515137,29,28,326.42603803,29,29,2.23720267948,29,29,32.3089491706,29,29,-1.99265955595,6.91048336029,29,29,-1.65224070254,1.47329588178,0.990000009537,29,29,3736859449.64,20.3400001526,29,13,port_timestamp,87.06300354,29,29,3.56699991226,29,13,10.2510004044,29,29,607.900024414,29,29,3736859449.64,-0.415038600719,-0.390680187892
"('6751',)",10.8229999542,29,29,1023.15002441,29,29,0.98,empty,7,3736862015.91,-2.20000004768,29,29,3736862016.02,0.0,44.63567,-124.30418,292.0,29,29,102315.0,29,29,226.769926821,29,29,0.569925132401,29,13,-494.671506661,3.97069095768,70.9082449331,567.283508301,29,28,322.969201114,29,29,2.40655466524,29,29,32.3150707022,29,29,-2.26693425069,6.91351366043,29,29,-1.86458638531,1.53082260253,0.990000009537,29,29,3736859482.35,20.3299999237,29,13,port_timestamp,86.9560012817,29,29,3.56690001488,29,13,10.2430000305,29,29,600.299987793,29,29,3736859482.35,-0.415252708845,-0.390358609921
"('6752',)",10.8760004044,29,29,1023.28997803,29,29,0.98,empty,7,3736862015.91,-1.89999997616,29,29,3736862016.02,0.0,44.63567,-124.30418,291.100006104,29,29,102329.0,29,29,226.845428555,29,29,0.569798977191,29,13,-487.039678653,3.57470785336,71.8278242941,560.668457031,29,28,330.053545998,29,29,2.25960086609,29,29,32.3127804948,29,29,-2.16644588503,6.91841363907,29,29,-1.54364585076,1.56820197315,1.11000001431,29,29,3736859546.82,20.3400001526,29,13,port_timestamp,86.7229995728,29,29,3.5680000782,29,13,10.2580003738,29,29,593.299987793,29,29,3736859546.82,-0.415674713085,-0.389724784059
"('6753',)",10.8760004044,29,29,1023.41998291,29,29,0.98,empty,7,3736862015.91,-1.89999997616,29,29,3736862016.02,0.0,44.63567,-124.30418,291.899993896,29,29,102342.0,29,29,226.921790966,29,29,0.569672446656,29,13,-488.211361938,3.46440187351,71.0988244582,561.518981934,29,28,328.008815946,29,29,2.18258282455,29,29,32.3176120754,29,29,-2.04595205882,6.91489028931,29,29,-1.57240921114,1.46202913176,1.0,29,29,3736859611.99,20.3600006104,29,13,port_timestamp,86.6900024414,29,29,3.56909990311,29,13,10.2650003433,29,29,594.200012207,29,29,3736859611.99,-0.416101338695,-0.389084017167
"('6754',)",10.9359998703,29,29,1023.28997803,29,29,0.98,empty,7,3736862015.91,-1.96000003815,29,29,3736862016.02,0.0,44.63567,-124.30418,291.700012207,29,29,102329.0,29,29,226.997396955,29,29,0.569548221323,29,13,-508.217372227,3.09598261857,71.3066494727,580.608032227,29,28,322.667713695,29,29,2.09207379762,29,29,32.3183887658,29,29,-2.0119720919,6.93009471893,29,29,-1.68523357943,1.27502469239,0.790000021458,29,29,3736859676.49,20.3500003815,29,13,port_timestamp,86.5230026245,29,29,3.56900000572,29,13,10.2629995346,29,29,614.400024414,29,29,3736859676.49,-0.416523552403,-0.388449876697
"('6755',)",10.9589996338,29,29,1023.28997803,29,29,0.98,empty,7,3736862015.91,-2.1099998951,29,29,3736862016.02,0.0,44.63567,-124.30418,291.600006104,29,29,102329.0,29,29,227.076634389,29,29,0.569419151286,29,13,-499.095113471,3.13762808922,71.1939136078,571.15802002,29,28,319.659766112,29,29,2.1950224295,29,29,32.3276321635,29,29,-2.26863514839,6.92519235611,29,29,-1.83785912978,1.28529115841,0.759999990463,29,29,3736859744.06,20.3299999237,29,13,port_timestamp,86.3300018311,29,29,3.56620001793,29,13,10.2209997177,29,29,604.400024414,29,29,3736859744.06,-0.416965848772,-0.387785573234
"('6756',)",11.0120000839,29,29,1023.2199707,29,29,0.98,empty,7,3736862015.91,-2.15000009537,29,29,3736862016.02,0.0,44.63567,-124.30418,291.700012207,29,29,102322.0,29,29,227.154725908,29,29,0.56929307012,29,13,-507.910188965,3.29055039535,71.1608823651,580.419006348,29,28,322.746231141,29,29,2.33254692116,29,29,32.3335965566,29,29,-2.55595204374,6.94583320618,29,29,-1.82940031129,1.46948797431,0.939999997616,29,29,3736859810.62,20.3500003815,29,13,port_timestamp,86.2760009766,29,29,3.56750011444,29,13,10.2290000916,29,29,614.200012207,29,29,3736859810.62,-0.417401553471,-0.387131170079
"('6757',)",11.0349998474,29,29,1023.41998291,29,29,0.98,empty,7,3736868303.75,-2.03999996185,29,29,3736868303.86,0.0,44.63567,-124.30418,291.700012207,29,29,102342.0,29,29,227.192418384,29,29,0.569232612746,29,13,-508.087495159,3.04714071034,71.1114084207,579.757507324,29,28,324.850148336,29,29,2.25872456192,29,29,32.3465440687,29,29,-2.48853696613,6.94703960419,29,29,-1.71799765863,1.46002871482,0.959999978542,29,29,3736859842.74,20.3299999237,29,13,port_timestamp,86.1760025024,29,29,3.5678999424,29,13,10.2189998627,29,29,613.5,29,29,3736859842.74,-0.417611786455,-0.386815412346
"('6758',)",11.0810003281,29,29,1023.35998535,29,29,0.98,empty,7,3736868303.75,-2.20000004768,29,29,3736868303.86,0.0,44.63567,-124.30418,292.200012207,29,29,102336.0,29,29,227.267981103,29,29,0.569112193207,29,13,-513.15486101,3.18759257029,70.6640031041,584.576965332,29,28,321.423058851,29,29,2.35335855337,29,29,32.3458808671,29,29,-2.7168793177,6.95303535461,29,29,-1.88550518577,1.45360601677,0.910000026226,29,29,3736859907.11,20.3400001526,29,13,port_timestamp,85.9820022583,29,29,3.56809997559,29,13,10.2220001221,29,29,618.599975586,29,29,3736859907.11,-0.418033109926,-0.386182608959
"('6759',)",11.0959997177,29,29,1023.35998535,29,29,0.98,empty,7,3736868303.75,-2.17000007629,29,29,3736868303.86,0.0,44.63567,-124.30418,293.0,29,29,102336.0,29,29,227.34383646,29,29,0.568992353724,29,13,-517.15276443,3.01195826548,69.9589289791,587.601013184,29,28,318.783227972,29,29,2.24206124917,29,29,32.3411057386,29,29,-2.52263849081,6.95129346848,29,29,-1.89577175608,1.30098030941,0.759999990463,29,29,3736859971.69,20.3400001526,29,13,port_timestamp,85.875,29,29,3.56859993935,29,13,10.2329998016,29,29,621.799987793,29,29,3736859971.69,-0.418455886576,-0.385547622981
"('6760',)",11.1339998245,29,29,1023.35998535,29,29,0.98,empty,7,3736868303.75,-2.09999990463,29,29,3736868303.86,0.0,44.63567,-124.30418,291.600006104,29,29,102336.0,29,29,227.41940634,29,29,0.568874006707,29,13,-520.631950375,2.8889872594,71.3456266655,592.60949707,29,28,321.281822865,29,29,2.22389763668,29,29,32.3320738666,29,29,-2.53681823463,6.96182966232,29,29,-1.8099031114,1.35024083004,0.829999983311,29,29,3736860036.01,20.3500003815,29,13,port_timestamp,85.7880020142,29,29,3.56850004196,29,13,10.2419996262,29,29,627.099975586,29,29,3736860036.01,-0.41887689585,-0.384915291499
"('6761',)",11.170999527,29,29,1023.2199707,29,29,0.98,empty,7,3736868303.75,-1.89999997616,29,29,3736868303.86,0.0,44.63567,-124.30418,292.299987793,29,29,102322.0,29,29,227.495163903,29,29,0.568756408068,29,13,-530.434883933,2.88289418632,70.7543862654,601.492492676,29,28,329.518858522,29,29,2.2319981244,29,29,32.332447769,29,29,-2.57967170895,6.97179937363,29,29,-1.55149039509,1.53924577506,1.08000004292,29,29,3736860100.46,20.3500003815,29,13,port_timestamp,85.68800354,29,29,3.56960010529,29,13,10.2539997101,29,29,636.5,29,29,3736860100.46,-0.419298775719,-0.384281652436
"('6762',)",11.1560001373,29,29,1023.41998291,29,29,0.98,empty,7,3736868303.75,-1.74000000954,29,29,3736868303.86,0.0,44.63567,-124.30418,292.700012207,29,29,102342.0,29,29,227.57069979,29,29,0.568640191501,29,13,-528.994398381,2.47583975394,70.3306167547,599.602478027,29,28,330.25483889,29,29,2.03311512283,29,29,32.3394653845,29,29,-2.19837686278,6.96673679352,29,29,-1.42843544763,1.3815832092,0.959999978542,29,29,3736860164.69,20.3400001526,29,13,port_timestamp,85.7279968262,29,29,3.56949996948,29,13,10.2449998856,29,29,634.5,29,29,3736860164.69,-0.419719248229,-0.383650127143
"('6763',)",11.170999527,29,29,1023.35998535,29,29,0.98,empty,7,3736868303.75,-2.1400001049,29,29,3736868303.86,0.0,44.63567,-124.30418,292.0,29,29,102336.0,29,29,227.647126561,29,29,0.568523658049,29,13,-533.693757478,3.08817156636,71.1475073913,605.272521973,29,28,321.89952317,29,29,2.28943414625,29,29,32.3357582424,29,29,-2.6569144627,6.97133493423,29,29,-1.8328225014,1.41861273852,0.889999985695,29,29,3736860229.66,20.3400001526,29,13,port_timestamp,85.6940002441,29,29,3.57170009613,29,13,10.2740001678,29,29,640.5,29,29,3736860229.66,-0.42014450576,-0.383011415027
"('6764',)",11.1789999008,29,29,1023.35998535,29,29,0.98,empty,7,3736868303.75,-2.01999998093,29,29,3736868303.86,0.0,44.63567,-124.30418,292.399993896,29,29,102336.0,29,29,227.686605056,29,29,0.568463877147,29,13,-509.732652123,3.05045125935,70.7147319526,581.364013672,29,28,326.518750971,29,29,2.28404490236,29,29,32.3351787656,29,29,-2.67324760144,6.96793889999,29,29,-1.68038957422,1.52236353834,1.02999997139,29,29,3736860263.21,20.3500003815,29,13,port_timestamp,85.6070022583,29,29,3.57119989395,29,13,10.2690000534,29,29,615.200012207,29,29,3736860263.21,-0.42036410585,-0.382681588444
"('6765',)",11.1870002747,29,29,1023.28997803,29,29,0.98,empty,7,3736868303.75,-2.00999999046,29,29,3736868303.86,0.0,44.63567,-124.30418,292.200012207,29,29,102329.0,29,29,227.682218197,29,29,0.568458883748,29,13,-537.139415021,2.83091839988,70.8636328885,608.296508789,29,28,324.343217095,29,29,2.19887100107,29,29,32.3534718395,29,29,-2.53745752002,6.96722316742,29,29,-1.70211570109,1.40392384035,0.910000026226,29,29,3736860327.48,20.3500003815,29,13,port_timestamp,85.5469970703,29,29,3.57159996033,29,13,10.2530002594,29,29,643.700012207,29,29,3736860327.48,-0.420331112319,-0.382710410792
"('6766',)",11.1789999008,29,29,1023.35998535,29,29,0.98,empty,7,3736868303.75,-2.15000009537,29,29,3736868303.86,0.0,44.63567,-124.30418,292.200012207,29,29,102336.0,29,29,227.570777754,29,29,0.568601270538,29,13,-551.663970128,3.27224741779,70.9767162727,623.132995605,29,28,323.510746275,29,29,2.35297751613,29,29,32.3576610592,29,29,-2.77993821289,6.96581459045,29,29,-1.81894090327,1.50809629596,0.980000019073,29,29,3736860391.72,20.3400001526,29,13,port_timestamp,85.5810012817,29,29,3.57369995117,29,13,10.2720003128,29,29,659.400024414,29,29,3736860391.72,-0.419691042266,-0.383623296868
"('6767',)",11.1789999008,29,29,1023.28997803,29,29,0.98,empty,7,3736868303.75,-2.08999991417,29,29,3736868303.86,0.0,44.63567,-124.30418,292.200012207,29,29,102329.0,29,29,227.459412599,29,29,0.568745782352,29,13,-544.386181778,3.28170276234,70.828983041,615.95098877,29,28,325.755936706,29,29,2.3522799223,29,29,32.3744787459,29,29,-2.82900400084,6.94487428665,29,29,-1.74272434021,1.55997160716,1.04999995232,29,29,3736860455.95,20.3500003815,29,13,port_timestamp,85.3190002441,29,29,3.57279992104,29,13,10.2430000305,29,29,651.799987793,29,29,3736860455.95,-0.419051081814,-0.384536026627
"('6768',)",11.140999794,29,29,1023.2199707,29,29,0.98,empty,7,3736868303.75,-2.0,29,29,3736868303.86,0.0,44.63567,-124.30418,292.200012207,29,29,102322.0,29,29,227.345853814,29,29,0.568895430101,29,13,-558.402872025,2.85366925807,70.9051000436,629.653503418,29,28,325.50412388,29,29,2.22653496421,29,29,32.3787557689,29,29,-2.50813790902,6.98731613159,29,29,-1.67938939451,1.44956932238,0.959999978542,29,29,3736860521.47,20.3400001526,29,13,port_timestamp,86.0490036011,29,29,3.57419991493,29,13,10.2539997101,29,29,666.299987793,29,29,3736860521.47,-0.418398178076,-0.38546721647
"('6769',)",11.1490001678,29,29,1023.48999023,29,29,0.98,empty,7,3736868303.75,-2.1400001049,29,29,3736868303.86,0.0,44.63567,-124.30418,290.799987793,29,29,102349.0,29,29,227.234568265,29,29,0.569044327823,29,13,-547.833284963,3.24452127881,72.3332768471,620.581481934,29,28,325.523395553,29,29,2.41203932575,29,29,32.3690728725,29,29,-2.82960115529,6.99139785767,29,29,-1.78314032497,1.6020022232,1.08000004292,29,29,3736860585.72,20.3299999237,29,13,port_timestamp,86.0759963989,29,29,3.57509994507,29,13,10.2749996185,29,29,656.700012207,29,29,3736860585.72,-0.41775800838,-0.386380244659
"('6770',)",11.140999794,29,29,1023.2199707,29,29,0.98,empty,7,3736868303.75,-2.21000003815,29,29,3736868303.86,0.0,44.63567,-124.30418,291.5,29,29,102322.0,29,29,227.120852554,29,29,0.569198776343,29,13,-555.079459751,3.68597582839,71.6727255781,627.385498047,29,28,326.729554014,29,29,2.55127523132,29,29,32.3890849401,29,29,-3.05266311012,6.97589969635,29,29,-1.81671173058,1.74578313341,1.21000003815,29,29,3736860651.41,20.3299999237,29,13,port_timestamp,85.908996582,29,29,3.57699990273,29,13,10.2740001678,29,29,663.900024414,29,29,3736860651.41,-0.417103510396,-0.387313708258
"('6771',)",11.111000061,29,29,1023.28997803,29,29,0.98,empty,7,3736868303.75,-2.29999995232,29,29,3736868303.86,0.0,44.63567,-124.30418,291.299987793,29,29,102329.0,29,29,227.065163382,29,29,0.569275262013,29,13,-542.792880408,3.69401119607,71.8207946666,615.95098877,29,28,322.825363812,29,29,2.52549313439,29,29,32.3914205527,29,29,-2.96565270771,6.96580314636,29,29,-1.94280310883,1.62453554583,1.05999994278,29,29,3736860683.59,20.3400001526,29,13,port_timestamp,85.9619979858,29,29,3.57669997215,29,13,10.267999649,29,29,651.799987793,29,29,3736860683.59,-0.416782857601,-0.387771032375
"('6772',)",11.0500001907,29,29,1023.28997803,29,29,0.98,empty,7,3736868303.75,-2.26999998093,29,29,3736868303.86,0.0,44.63567,-124.30418,291.200012207,29,29,102329.0,29,29,226.95404116,29,29,0.569429551041,29,13,-553.448835444,3.69436209815,71.8978904249,626.346008301,29,28,321.019145698,29,29,2.43073905737,29,29,32.389848966,29,29,-2.69507966646,6.94571876526,29,29,-1.94522510364,1.50086615162,0.939999997616,29,29,3736860747.83,20.3199996948,29,13,port_timestamp,86.06300354,29,29,3.57610011101,29,13,10.2629995346,29,29,662.799987793,29,29,3736860747.83,-0.416142767622,-0.388683946871
"('6773',)",11.0349998474,29,29,1023.15002441,29,29,0.98,empty,7,3736868303.75,-2.11999988556,29,29,3736868303.86,0.0,44.63567,-124.30418,290.200012207,29,29,102315.0,29,29,226.842967457,29,29,0.569585997955,29,13,-563.102278278,3.84944923899,72.8630691122,637.685974121,29,28,328.770393077,29,29,2.51486792387,29,29,32.392753508,29,29,-2.79755507444,6.95211410522,29,29,-1.71938351376,1.76085770219,1.25,29,29,3736860812.07,20.3400001526,29,13,port_timestamp,86.216003418,29,29,3.57629990578,29,13,10.2620000839,29,29,674.799987793,29,29,3736860812.07,-0.41550260789,-0.38959696085
"('6774',)",11.0430002213,29,29,1023.08001709,29,29,0.98,empty,7,3736868303.75,-2.38000011444,29,29,3736868303.86,0.0,44.63567,-124.30418,292.600006104,29,29,102308.0,29,29,226.731594142,29,29,0.569745103675,29,13,-526.226366606,3.85700158468,70.4991043053,597.712524414,29,28,320.117415518,29,29,2.54000536202,29,29,32.3888219612,29,29,-2.86994808143,6.9525718689,29,29,-2.04355350017,1.55858579879,0.97000002861,29,29,3736860876.53,20.3400001526,29,13,port_timestamp,86.1699981689,29,29,3.57520008087,29,13,10.2539997101,29,29,632.5,29,29,3736860876.53,-0.414860365677,-0.390512944922
"('6775',)",10.9899997711,29,29,1023.15002441,29,29,0.98,empty,7,3736868303.75,-2.20000004768,29,29,3736868303.86,0.0,44.63567,-124.30418,290.5,29,29,102315.0,29,29,226.62065807,29,29,0.569905814456,29,13,-566.210160902,4.11702457179,72.5544643393,640.426513672,29,28,327.703341394,29,29,2.58236431075,29,29,32.3820053004,29,29,-2.80701360787,6.94153022766,29,29,-1.79398542401,1.79142861544,1.25999999046,29,29,3736860940.77,20.3500003815,29,13,port_timestamp,86.3430023193,29,29,3.57470011711,29,13,10.2559995651,29,29,677.700012207,29,29,3736860940.77,-0.414220285656,-0.391425845215
"('6776',)",10.9289999008,29,29,1023.15002441,29,29,0.98,empty,7,3736868303.75,-2.54999995232,29,29,3736868303.86,0.0,44.63567,-124.30418,290.0,29,29,102315.0,29,29,226.508756596,29,29,0.570070181383,29,13,-565.952484961,4.79861056863,73.0449139228,641.276977539,29,28,320.480857092,29,29,2.76183726702,29,29,32.389278299,29,29,-2.9036857913,6.91815567017,29,29,-2.17103071796,1.73816725612,1.11000001431,29,29,3736861005.6,20.3600006104,29,13,port_timestamp,86.4029998779,29,29,3.57559990883,29,13,10.2580003738,29,29,678.599975586,29,29,3736861005.6,-0.413574267069,-0.392347215258
"('6777',)",10.8830003738,29,29,1023.15002441,29,29,0.98,empty,7,3736868303.75,-2.50999999046,29,29,3736868303.86,0.0,44.63567,-124.30418,289.600006104,29,29,102315.0,29,29,226.397909887,29,29,0.570235237578,29,13,-558.753691806,4.42737262526,73.2298868157,633.71697998,29,28,317.416655986,29,29,2.61842043629,29,29,32.4131577102,29,29,-2.69397126625,6.90447998047,29,29,-2.18471946279,1.5346663705,0.910000026226,29,29,3736861069.86,20.3500003815,29,13,port_timestamp,86.4970016479,29,29,3.57459998131,29,13,10.220000267,29,29,670.599975586,29,29,3736861069.86,-0.412933967846,-0.393260428183
"('6778',)",10.8680000305,29,29,1023.35998535,29,29,0.98,empty,7,3736868303.75,-2.41000008583,29,29,3736868303.86,0.0,44.63567,-124.30418,289.799987793,29,29,102336.0,29,29,226.341935763,29,29,0.570319433392,29,13,-568.619581389,4.79854832277,73.2447754158,644.868041992,29,28,322.917357671,29,29,2.67482911913,29,29,32.3874926763,29,29,-2.61895275101,6.90463829041,29,29,-2.02544240112,1.7401676467,1.14999997616,29,29,3736861102.33,20.3600006104,29,13,port_timestamp,86.6029968262,29,29,3.57559990883,29,13,10.2600002289,29,29,682.400024414,29,29,3736861102.33,-0.412610495222,-0.393721774019
