obs,air_temperature,air_temperature_qc_executed,air_temperature_qc_results,barometric_pressure,barometric_pressure_qc_executed,barometric_pressure_qc_results,ct_depth,dcl_controller_timestamp,deployment,driver_timestamp,eastward_wind_velocity,eastward_wind_velocity_qc_executed,eastward_wind_velocity_qc_results,ingestion_timestamp,internal_timestamp,lat,lon,longwave_irradiance,longwave_irradiance_qc_executed,longwave_irradiance_qc_results,met_barpres,met_barpres_qc_executed,met_barpres_qc_results,met_current_direction,met_current_direction_qc_executed,met_current_direction_qc_results,met_current_speed,met_current_speed_qc_executed,met_current_speed_qc_results,met_heatflx_minute,met_latnflx_minute,met_netlirr_minute,met_netsirr,met_netsirr_qc_executed,met_netsirr_qc_results,met_relwind_direction,met_relwind_direction_qc_executed,met_relwind_direction_qc_results,met_relwind_speed,met_relwind_speed_qc_executed,met_relwind_speed_qc_results,met_salsurf,met_salsurf_qc_executed,met_salsurf_qc_results,met_sensflx_minute,met_spechum,met_spechum_qc_executed,met_spechum_qc_results,met_windavg_mag_corr_east,met_windavg_mag_corr_north,northward_wind_velocity,northward_wind_velocity_qc_executed,northward_wind_velocity_qc_results,port_timestamp,precipitation,precipitation_qc_executed,precipitation_qc_results,preferred_timestamp,relative_humidity,relative_humidity_qc_executed,relative_humidity_qc_results,sea_surface_conductivity,sea_surface_conductivity_qc_executed,sea_surface_conductivity_qc_results,sea_surface_temperature,sea_surface_temperature_qc_executed,sea_surface_temperature_qc_results,shortwave_irradiance,shortwave_irradiance_qc_executed,shortwave_irradiance_qc_results,time,velpt_ab_dcl_instrument-eastward_velocity,velpt_ab_dcl_instrument-northward_velocity
"('712',)",11.8990001678,29,29,1023.77001953,29,29,0.98,empty,7,3736500708.28,1.85000002384,29,29,3736500708.87,0.0,44.63567,-124.30418,355.0,29,29,102377.0,29,29,217.436540813,29,29,0.504084801871,29,13,3.16722336861,0.487967033875,12.0355188729,1.51199996471,29,29,166.234385664,29,29,4.21998361317,29,29,32.2147819585,29,29,-7.63608581835,7.625187397,29,29,0.697723353339,-4.49903111135,-4.15999984741,29,29,3736497151.36,20.8400001526,29,13,port_timestamp,89.3249969482,29,29,3.5868999958,29,13,10.5819997787,29,29,1.60000002384,29,29,3736497151.36,-0.306424259025,-0.400256993641
"('713',)",11.9829998016,29,29,1023.77001953,29,29,0.98,empty,7,3736500708.28,1.22000002861,29,29,3736500708.87,0.0,44.63567,-124.30418,355.0,29,29,102377.0,29,29,217.948907733,29,29,0.504023050025,29,13,-1.68064454548,0.921919523738,12.0296355419,1.60650002956,29,29,180.842982644,29,29,5.72306486892,29,29,32.2145194388,29,29,-12.1011348119,7.61512756348,29,29,-0.394152679288,-6.1198975879,-6.01000022888,29,29,3736497215.6,20.8799991608,29,13,port_timestamp,88.7149963379,29,29,3.58590006828,29,13,10.5710000992,29,29,1.70000004768,29,29,3736497215.6,-0.309953278547,-0.397452135576
"('714',)",11.998000145,29,29,1023.90997314,29,29,0.98,empty,7,3736500708.28,1.41999995708,29,29,3736500708.87,0.0,44.63567,-124.30418,355.0,29,29,102391.0,29,29,218.461702275,29,29,0.504001611105,29,13,0.241921740693,1.24047064416,12.0356948059,1.60650002956,29,29,177.758913292,29,29,5.41492054305,29,29,32.2148619152,29,29,-11.4277436798,7.59498405457,29,29,-0.101737609806,-5.80542424164,-5.63000011444,29,29,3736497279.88,20.8700008392,29,13,port_timestamp,88.40599823,29,29,3.58619999886,29,13,10.5740003586,29,29,1.70000004768,29,29,3736497279.88,-0.313484660419,-0.39464539992
"('715',)",11.9899997711,29,29,1023.55999756,29,29,0.98,empty,7,3736500708.28,1.75,29,29,3736500708.87,0.0,44.63567,-124.30418,355.0,29,29,102356.0,29,29,218.976286245,29,29,0.504020681667,29,13,1.3749773911,1.09247657268,12.1000702574,1.51199996471,29,29,172.498450214,29,29,5.07034207775,29,29,32.2135895886,29,29,-10.3055694742,7.60658979416,29,29,0.344920069859,-5.41877557875,-5.13999986649,29,29,3736497344.39,20.8700008392,29,13,port_timestamp,88.5569992065,29,29,3.58739995956,29,13,10.5889997482,29,29,1.60000002384,29,29,3736497344.39,-0.317028348287,-0.391828883481
"('716',)",11.9899997711,29,29,1023.84002686,29,29,0.98,empty,7,3736500708.28,1.41999995708,29,29,3736500708.88,0.0,44.63567,-124.30418,345.399993896,29,29,102384.0,29,29,219.491005108,29,29,0.5040804359,29,13,10.7189457497,0.848553011996,21.34184493,1.51199996471,29,29,175.518688616,29,29,4.84244501572,29,29,32.2121652014,29,29,-9.74708810153,7.60795879364,29,29,0.0577856880502,-5.21665223116,-5.01999998093,29,29,3736497408.92,20.8799991608,29,13,port_timestamp,88.5970001221,29,29,3.58769989014,29,13,10.5939998627,29,29,1.60000002384,29,29,3736497408.92,-0.320573519439,-0.389011188131
"('717',)",11.9750003815,29,29,1024.18005371,29,29,0.98,empty,7,3736500708.28,0.850000023842,29,29,3736500708.88,0.0,44.63567,-124.30418,349.600006104,29,29,102418.007812,29,29,220.004699457,29,29,0.504180657834,29,13,7.0826646455,0.850749263945,17.2649995258,1.32299995422,29,29,182.113742224,29,29,4.7038959397,29,29,32.2133574309,29,29,-9.28714682691,7.60296201706,29,29,-0.497608402822,-5.08689350522,-5.03999996185,29,29,3736497473.34,20.8999996185,29,13,port_timestamp,88.65599823,29,29,3.58719992638,29,13,10.5869998932,29,29,1.39999997616,29,29,3736497473.34,-0.324112757353,-0.386198208508
"('718',)",11.9600000381,29,29,1023.97998047,29,29,0.98,empty,7,3736500708.28,1.22000002861,29,29,3736500708.88,0.0,44.63567,-124.30418,346.600006104,29,29,102398.0,29,29,220.274016414,29,29,0.504249415586,29,13,11.4593596135,0.532510856461,20.0767056485,1.41750001907,29,29,174.747601491,29,29,4.11159892401,29,29,32.2135558763,29,29,-7.73235687237,7.60765981674,29,29,0.0504204233975,-4.47905764168,-4.30999994278,29,29,3736497507.13,20.8799991608,29,13,port_timestamp,88.78099823,29,29,3.58660006523,29,13,10.5799999237,29,29,1.5,29,29,3736497507.13,-0.325968930339,-0.384722925717
"('719',)",11.9449996948,29,29,1023.48999023,29,29,0.98,empty,7,3736500708.28,1.59000003338,29,29,3736500708.88,0.0,44.63567,-124.30418,343.0,29,29,102349.0,29,29,220.786188648,29,29,0.504410983754,29,13,13.8568609505,0.55828661812,23.5194062543,1.60650002956,29,29,171.233161347,29,29,4.45833359106,29,29,32.2127524182,29,29,-8.61433189238,7.60882329941,29,29,0.350011306285,-4.78816186991,-4.53000020981,29,29,3736497571.41,20.8700008392,29,13,port_timestamp,88.8399963379,29,29,3.58590006828,29,13,10.5729999542,29,29,1.70000004768,29,29,3736497571.41,-0.329500477011,-0.381916059078
"('720',)",11.9300003052,29,29,1024.05004883,29,29,0.98,empty,7,3736500708.28,0.939999997616,29,29,3736500708.88,0.0,44.63567,-124.30418,350.399993896,29,29,102405.007812,29,29,220.733650372,29,29,0.504998976301,29,13,7.49818488944,0.618930671206,16.4032250632,1.41750001907,29,29,179.584920225,29,29,4.31284355017,29,29,32.210639024,29,29,-8.1064708259,7.60500955582,29,29,-0.298289665799,-4.69539396662,-4.61000013351,29,29,3736497636.11,20.8600006104,29,13,port_timestamp,88.9319992065,29,29,3.58559989929,29,13,10.5719995499,29,29,1.5,29,29,3736497636.11,-0.329533825275,-0.382663591245
"('721',)",11.906999588,29,29,1023.90997314,29,29,0.98,empty,7,3736500708.28,0.990000009537,29,29,3736500708.88,0.0,44.63567,-124.30418,355.0,29,29,102391.0,29,29,220.236412773,29,29,0.505924162833,29,13,3.29158265468,0.765551433424,11.970406328,1.41750001907,29,29,178.719892648,29,29,4.25575236366,29,29,32.2102953488,29,29,-7.82680169406,7.59781646729,29,29,-0.231723670898,-4.64090549493,-4.53999996185,29,29,3736497700.35,20.8700008392,29,13,port_timestamp,88.9710006714,29,29,3.58529996872,29,13,10.5690002441,29,29,1.5,29,29,3736497700.35,-0.326798154876,-0.3862152567
"('722',)",11.906999588,29,29,1023.90997314,29,29,0.98,empty,7,3736500708.28,1.88999998569,29,29,3736500708.88,0.0,44.63567,-124.30418,358.600006104,29,29,102391.0,29,29,219.732793279,29,29,0.506903673291,29,13,-0.415121593292,0.948811866389,8.52045850691,1.51199996471,29,29,166.720748033,29,29,4.41135205386,29,29,32.2082957563,29,29,-8.17952565992,7.59223937988,29,29,0.689258790705,-4.68322790283,-4.34000015259,29,29,3736497765.67,20.8799991608,29,13,port_timestamp,88.90599823,29,29,3.58509993553,29,13,10.5690002441,29,29,1.60000002384,29,29,3736497765.67,-0.324016923359,-0.389826073233
"('723',)",11.9139995575,29,29,1023.97998047,29,29,0.98,empty,7,3736500708.28,2.06999993324,29,29,3736500708.88,0.0,44.63567,-124.30418,360.600006104,29,29,102398.0,29,29,219.236596893,29,29,0.507910914499,29,13,-3.98858710197,1.31281172251,6.61584164841,1.60650002956,29,29,169.291319344,29,29,5.21926146937,29,29,32.20629999,29,29,-10.3107404433,7.58897590637,29,29,0.648553677394,-5.52176387366,-5.15999984741,29,29,3736497830.28,20.8799991608,29,13,port_timestamp,88.8330001831,29,29,3.58489990234,29,13,10.5690002441,29,29,1.70000004768,29,29,3736497830.28,-0.321265923969,-0.393397640008
"('724',)",11.906999588,29,29,1023.77001953,29,29,0.98,empty,7,3736500708.28,2.41000008583,29,29,3736500708.88,0.0,44.63567,-124.30418,362.700012207,29,29,102377.0,29,29,218.745302273,29,29,0.508949838707,29,13,-4.41304991915,1.32518421525,4.57112337928,1.7009999752,29,29,160.452722022,29,29,4.59030533334,29,29,32.2059567635,29,29,-8.60835753847,7.57517290115,29,29,1.21731424078,-4.72269462405,-4.23999977112,29,29,3736497894.5,20.8700008392,29,13,port_timestamp,88.6949996948,29,29,3.58459997177,29,13,10.5659999847,29,29,1.79999995232,29,29,3736497894.5,-0.318531105179,-0.396948199837
"('725',)",11.9300003052,29,29,1023.84002686,29,29,0.98,empty,7,3736500708.28,2.00999999046,29,29,3736500708.88,0.0,44.63567,-124.30418,361.700012207,29,29,102384.0,29,29,218.496587531,29,29,0.509491711554,29,13,-5.72610097877,1.35055122329,5.54230131175,1.7009999752,29,29,169.539317971,29,29,5.11512058563,29,29,32.2049588167,29,29,-10.1342915557,7.58508968353,29,29,0.61156280798,-5.42885716504,-5.07999992371,29,29,3736497927.12,20.8899993896,29,13,port_timestamp,88.6819992065,29,29,3.58450007439,29,13,10.5659999847,29,29,1.79999995232,29,29,3736497927.12,-0.317142299093,-0.398751258642
"('726',)",11.9370002747,29,29,1024.10998535,29,29,0.98,empty,7,3736500708.28,1.73000001907,29,29,3736500708.88,0.0,44.63567,-124.30418,363.299987793,29,29,102411.0,29,29,218.006423049,29,29,0.51059122845,29,13,-5.52391985294,1.13008850571,3.99011923868,1.7009999752,29,29,170.702333564,29,29,4.65738070803,29,29,32.2047296088,29,29,-8.94312762213,7.58660507202,29,29,0.438066871954,-4.99850956196,-4.71000003815,29,29,3736497991.61,20.8600006104,29,13,port_timestamp,88.6819992065,29,29,3.5843000412,29,13,10.5640001297,29,29,1.79999995232,29,29,3736497991.61,-0.314396451958,-0.402316136348
"('727',)",11.9219999313,29,29,1024.18005371,29,29,0.98,empty,7,3736500708.28,1.23000001907,29,29,3736500708.88,0.0,44.63567,-124.30418,364.100006104,29,29,102418.007812,29,29,217.512518577,29,29,0.511741910413,29,13,-5.80496903016,1.17942339403,3.20366729051,1.7009999752,29,29,176.736414544,29,29,4.50774733077,29,29,32.2053803785,29,29,-8.48705973949,7.57855081558,29,29,-0.0549935628654,-4.90636074448,-4.75,29,29,3736498056.87,20.8600006104,29,13,port_timestamp,88.6819992065,29,29,3.58410000801,29,13,10.5609998703,29,29,1.79999995232,29,29,3736498056.87,-0.311617434609,-0.405924078271
"('728',)",11.9219999313,29,29,1023.97998047,29,29,0.98,empty,7,3736500708.28,1.73000001907,29,29,3736500708.88,0.0,44.63567,-124.30418,364.600006104,29,29,102398.0,29,29,217.025894677,29,29,0.512918072821,29,13,-5.7962150237,1.08125083668,2.7259561145,1.79549992085,29,29,168.244167723,29,29,4.24368724737,29,29,32.2044965414,29,29,-7.80792205403,7.58114957809,29,29,0.555747917686,-4.56416983339,-4.26000022888,29,29,3736498121.47,20.8600006104,29,13,port_timestamp,88.6949996948,29,29,3.58410000801,29,13,10.5620002747,29,29,1.89999997616,29,29,3736498121.47,-0.308866903611,-0.409495036942
"('729',)",11.9139995575,29,29,1023.97998047,29,29,0.98,empty,7,3736500708.28,1.14999997616,29,29,3736500708.88,0.0,44.63567,-124.30418,363.100006104,29,29,102398.0,29,29,216.544202755,29,29,0.514124258838,29,13,-5.22838937414,1.19891826385,4.16629715848,1.60650002956,29,29,178.680866412,29,29,4.71494290796,29,29,32.2053803785,29,29,-8.9871047669,7.58279657364,29,29,-0.197587975212,-5.12673960107,-5.0,29,29,3736498185.7,20.8600006104,29,13,port_timestamp,88.7610015869,29,29,3.58410000801,29,13,10.5609998703,29,29,1.70000004768,29,29,3736498185.7,-0.306131573872,-0.413046260126
"('730',)",11.8760004044,29,29,1023.97998047,29,29,0.98,empty,7,3736500708.28,1.25,29,29,3736500708.88,0.0,44.63567,-124.30418,356.100006104,29,29,102398.0,29,29,216.064821768,29,29,0.515366552456,29,13,0.767650850838,1.43111074947,10.876335355,1.60650002956,29,29,178.222879005,29,29,4.92204905302,29,29,32.2060349894,29,29,-9.40487688474,7.56544113159,29,29,-0.150755560274,-5.33627898024,-5.19000005722,29,29,3736498249.94,20.8899993896,29,13,port_timestamp,88.78099823,29,29,3.58389997482,29,13,10.5579996109,29,29,1.70000004768,29,29,3736498249.94,-0.303396371866,-0.416597317477
"('731',)",11.8839998245,29,29,1024.05004883,29,29,0.98,empty,7,3736500708.28,0.899999976158,29,29,3736500708.88,0.0,44.63567,-124.30418,343.200012207,29,29,102405.007812,29,29,215.587631372,29,29,0.516645151818,29,13,14.635848229,0.717445255994,23.2131029124,1.60650002956,29,29,180.138639459,29,29,4.16827625285,29,29,32.2046885579,29,29,-7.68819990986,7.57792615891,29,29,-0.310746349106,-4.58841353064,-4.51000022888,29,29,3736498314.2,20.8700008392,29,13,port_timestamp,88.8860015869,29,29,3.58349990845,29,13,10.5550003052,29,29,1.70000004768,29,29,3736498314.2,-0.30066031825,-0.420149480456
"('732',)",11.8540000916,29,29,1023.84002686,29,29,0.98,empty,7,3736500708.28,1.41999995708,29,29,3736500708.88,0.0,44.63567,-124.30418,335.299987793,29,29,102384.0,29,29,215.344039972,29,29,0.51731414454,29,13,22.6980937708,0.808121610541,30.7646835445,1.41750001907,29,29,172.152448762,29,29,4.0897801189,29,29,32.2053430831,29,29,-7.45721136526,7.55989551544,29,29,0.259151113331,-4.47344839901,-4.25,29,29,3736498347.12,20.8700008392,29,13,port_timestamp,88.8330001831,29,29,3.58330011368,29,13,10.5520000458,29,29,1.5,29,29,3736498347.12,-0.299258354784,-0.421969621221
"('733',)",11.8760004044,29,29,1023.97998047,29,29,0.98,empty,7,3736500708.28,1.20000004768,29,29,3736500708.88,0.0,44.63567,-124.30418,335.299987793,29,29,102398.0,29,29,214.861005928,29,29,0.518673659873,29,13,21.1607023462,0.829605137942,30.7913613659,1.32299995422,29,29,177.664462802,29,29,4.57324113084,29,29,32.2048841012,29,29,-8.77461137603,7.56877994537,29,29,-0.110100859069,-4.99503523413,-4.84999990463,29,29,3736498412.67,20.8899993896,29,13,port_timestamp,88.8199996948,29,29,3.5829000473,29,13,10.5480003357,29,29,1.39999997616,29,29,3736498412.67,-0.296467414882,-0.425593041953
"('734',)",11.8389997482,29,29,1024.18005371,29,29,0.98,empty,7,3736500708.28,-0.449999988079,29,29,3736500708.88,0.0,44.63567,-124.30418,335.299987793,29,29,102418.007812,29,29,214.390086991,29,29,0.520041648054,29,13,23.2889495464,0.839878636821,30.6858437218,1.41750001907,29,29,199.334055244,29,29,3.82913226645,29,29,32.2041884721,29,29,-6.81927279307,7.54090690613,29,29,-1.56146326861,-4.04233001582,-4.30999994278,29,29,3736498476.9,20.8600006104,29,13,port_timestamp,88.7279968262,29,29,3.58229994774,29,13,10.5419998169,29,29,1.5,29,29,3736498476.9,-0.29373212772,-0.42914420986
"('735',)",11.8540000916,29,29,1024.05004883,29,29,0.98,empty,7,3736500708.28,1.79999995232,29,29,3736500708.88,0.0,44.63567,-124.30418,342.700012207,29,29,102405.007812,29,29,213.961526428,29,29,0.520362162075,29,13,13.7806063559,1.21119836849,23.6726657778,1.22849988937,29,29,170.608016908,29,29,4.73556882144,29,29,32.2004243008,29,29,-9.02127877256,7.55330181122,29,29,0.482094534909,-5.10368362252,-4.80000019073,29,29,3736498541.24,20.9099998474,29,13,port_timestamp,88.7740020752,29,29,3.58209991455,29,13,10.5439996719,29,29,1.29999995232,29,29,3736498541.24,-0.29069308183,-0.431595078628
"('736',)",11.8229999542,29,29,1024.05004883,29,29,0.98,empty,7,3736500708.28,0.540000021458,29,29,3736500708.88,0.0,44.63567,-124.30418,347.100006104,29,29,102405.007812,29,29,213.556046515,29,29,0.52010312101,29,13,11.2595702923,1.26736485956,19.4282447968,1.32299995422,29,29,186.060706699,29,29,4.45250553342,29,29,32.2004243008,29,29,-8.11303940983,7.54564237595,29,29,-0.75759328815,-4.86104424246,-4.88999986649,29,29,3736498605.54,20.8500003815,29,13,port_timestamp,88.8659973145,29,29,3.58209991455,29,13,10.5439996719,29,29,1.39999997616,29,29,3736498605.54,-0.287488261429,-0.433425606102
"('737',)",11.8310003281,29,29,1023.84002686,29,29,0.98,empty,7,3736500708.28,0.589999973774,29,29,3736500708.88,0.0,44.63567,-124.30418,347.399993896,29,29,102384.0,29,29,213.147650438,29,29,0.519868782573,29,13,10.3740822931,1.02529234817,19.1405236186,1.51199996471,29,29,184.799926802,29,29,4.17358134121,29,29,32.2007723776,29,29,-7.46299770369,7.55742835999,29,29,-0.633494425571,-4.59421200038,-4.59999990463,29,29,3736498670.23,20.8999996185,29,13,port_timestamp,88.9390029907,29,29,3.58240008354,29,13,10.5469999313,29,29,1.60000002384,29,29,3736498670.23,-0.28426345322,-0.435267550201
"('738',)",11.8009996414,29,29,1023.90997314,29,29,0.98,empty,7,3736500708.28,1.01999998093,29,29,3736500708.88,0.0,44.63567,-124.30418,347.200012207,29,29,102391.0,29,29,212.741687726,29,29,0.519662204381,29,13,12.0605742792,1.14456409936,19.3318415917,1.51199996471,29,29,178.012635831,29,29,3.99205917893,29,29,32.2001182223,29,29,-6.90383144721,7.5430021286,29,29,-0.142619583812,-4.42675492005,-4.30999994278,29,29,3736498734.49,20.8700008392,29,13,port_timestamp,88.952003479,29,29,3.58260011673,29,13,10.5500001907,29,29,1.60000002384,29,29,3736498734.49,-0.281060576743,-0.437096967345
"('739',)",11.7930002213,29,29,1023.97998047,29,29,0.98,empty,7,3736500708.28,0.589999973774,29,29,3736500708.88,0.0,44.63567,-124.30418,346.799987793,29,29,102398.0,29,29,212.535489205,29,29,0.519567327306,29,13,11.9048797275,1.41952591304,19.7376156566,1.51199996471,29,29,185.337836073,29,29,4.36816923787,29,29,32.2001182223,29,29,-7.74026187742,7.53567552567,29,29,-0.685797209552,-4.78725223771,-4.80000019073,29,29,3736498767.11,20.8500003815,29,13,port_timestamp,88.9189987183,29,29,3.58260011673,29,13,10.5500001907,29,29,1.60000002384,29,29,3736498767.11,-0.279434689662,-0.438025640594
"('740',)",11.8009996414,29,29,1023.90997314,29,29,0.98,empty,7,3736500708.28,0.730000019073,29,29,3736500708.88,0.0,44.63567,-124.30418,347.5,29,29,102391.0,29,29,212.128801282,29,29,0.519400013774,29,13,11.3278914996,1.16498629864,19.0437024937,1.51199996471,29,29,182.829981246,29,29,4.12843876115,29,29,32.1998884719,29,29,-7.22127967293,7.54572820663,29,29,-0.48006054062,-4.56326021678,-4.53000020981,29,29,3736498831.41,20.8600006104,29,13,port_timestamp,88.9840011597,29,29,3.58240008354,29,13,10.5480003357,29,29,1.60000002384,29,29,3736498831.41,-0.276229570166,-0.439856338905
"('741',)",11.8159999847,29,29,1023.90997314,29,29,0.98,empty,7,3736500708.28,1.28999996185,29,29,3736500708.88,0.0,44.63567,-124.30418,347.899993896,29,29,102391.0,29,29,211.722283233,29,29,0.519259014293,29,13,10.4855043048,1.08838397385,18.6834473097,1.79549992085,29,29,174.930692234,29,29,4.15881354239,29,29,32.1993496656,29,29,-7.33508281703,7.55494165421,29,29,0.0944480863523,-4.58423170224,-4.40000009537,29,29,3736498895.65,20.8700008392,29,13,port_timestamp,89.0039978027,29,29,3.58270001411,29,13,10.5520000458,29,29,1.89999997616,29,29,3736498895.65,-0.273027690561,-0.441685186657
"('742',)",11.8079996109,29,29,1023.70001221,29,29,0.98,empty,7,3736500708.28,0.479999989271,29,29,3736500708.88,0.0,44.63567,-124.30418,345.700012207,29,29,102370.0,29,29,211.315305195,29,29,0.519144102868,29,13,13.0682073625,0.972818626704,20.7521371617,1.7009999752,29,29,186.157067091,29,29,3.99051734738,29,29,32.1996557032,29,29,-6.9557484507,7.55419015884,29,29,-0.697824261841,-4.41101369272,-4.44000005722,29,29,3736498959.93,20.8600006104,29,13,port_timestamp,89.0240020752,29,29,3.58220005035,29,13,10.545999527,29,29,1.79999995232,29,29,3736498959.93,-0.269823767348,-0.443515201675
"('743',)",11.8159999847,29,29,1023.97998047,29,29,0.98,empty,7,3736500708.28,0.930000007153,29,29,3736500708.88,0.0,44.63567,-124.30418,342.5,29,29,102398.0,29,29,210.905962905,29,29,0.519054986313,29,13,15.1271897877,0.976900000926,23.8287983921,1.79549992085,29,29,180.454906207,29,29,4.21860047676,29,29,32.1984274079,29,29,-7.56306128965,7.55442428589,29,29,-0.300096193411,-4.66382263697,-4.57999992371,29,29,3736499024.55,20.8799991608,29,13,port_timestamp,89.0039978027,29,29,3.58189988136,29,13,10.5439996719,29,29,1.89999997616,29,29,3736499024.55,-0.266602498147,-0.445355124365
"('744',)",11.8009996414,29,29,1023.84002686,29,29,0.98,empty,7,3736500708.28,1.54999995232,29,29,3736500708.88,0.0,44.63567,-124.30418,340.899993896,29,29,102384.0,29,29,210.4989025,29,29,0.518992661619,29,13,17.0652544045,1.15110471721,25.3416390207,1.88999998569,29,29,171.600334857,29,29,4.22136657929,29,29,32.1989621881,29,29,-7.53748934779,7.53900289536,29,29,0.35324548793,-4.62326902497,-4.36999988556,29,29,3736499088.8,20.8400001526,29,13,port_timestamp,88.8990020752,29,29,3.58159995079,29,13,10.5399999619,29,29,2.0,29,29,3736499088.8,-0.263400120106,-0.447184256814
"('745',)",11.8079996109,29,29,1023.77001953,29,29,0.98,empty,7,3736500708.28,0.75,29,29,3736500708.88,0.0,44.63567,-124.30418,335.200012207,29,29,102377.0,29,29,210.091764876,29,29,0.518956538366,29,13,21.7978142131,1.06530407932,30.8124329401,1.98449993134,29,29,183.273702616,29,29,4.29056230536,29,29,32.1968504964,29,29,-7.79231929021,7.54131269455,29,29,-0.50521376095,-4.73257406311,-4.69999980927,29,29,3736499153.05,20.8600006104,29,13,port_timestamp,88.8789978027,29,29,3.58130002022,29,13,10.5389995575,29,29,2.09999990463,29,29,3736499153.05,-0.260197742089,-0.449013389248
"('746',)",11.8159999847,29,29,1023.90997314,29,29,0.98,empty,7,3736500708.28,0.800000011921,29,29,3736500708.88,0.0,44.63567,-124.30418,332.600006104,29,29,102391.0,29,29,209.87589439,29,29,0.518948016871,29,13,23.8238917978,0.779310329348,33.2573142153,2.07899999619,29,29,181.340107198,29,29,3.90100181475,29,29,32.1966203756,29,29,-6.9392416397,7.54487943649,29,29,-0.349733245272,-4.34991797037,-4.28999996185,29,29,3736499187.11,20.8999996185,29,13,port_timestamp,88.8860015869,29,29,3.58109998703,29,13,10.5369997025,29,29,2.20000004768,29,29,3736499187.11,-0.25849992894,-0.449983145186
"('747',)",11.8310003281,29,29,1024.05004883,29,29,0.98,empty,7,3736500708.28,1.42999994755,29,29,3736500708.88,0.0,44.63567,-124.30418,335.399993896,29,29,102405.007812,29,29,209.461429977,29,29,0.518952305558,29,13,21.1338078764,0.854580008709,30.6028765499,2.17349982262,29,29,174.337402338,29,29,4.38342863807,29,29,32.1971548689,29,29,-8.1501488596,7.55416917801,29,29,0.177273386094,-4.813883372,-4.59999990463,29,29,3736499252.51,20.8700008392,29,13,port_timestamp,88.9189987183,29,29,3.58080005646,29,13,10.5329999924,29,29,2.29999995232,29,29,3736499252.51,-0.255240229413,-0.451845018488
"('748',)",11.8229999542,29,29,1023.97998047,29,29,0.98,empty,7,3736500708.28,0.930000007153,29,29,3736500708.88,0.0,44.63567,-124.30418,328.399993896,29,29,102398.0,29,29,209.054338452,29,29,0.518982954816,29,13,27.9005400983,0.66747480879,37.2801497808,2.26800012589,29,29,180.411490926,29,29,4.14269188849,29,29,32.1988074828,29,29,-7.60856741097,7.55238723755,29,29,-0.281790325013,-4.59625894511,-4.51000022888,29,29,3736499316.74,20.8799991608,29,13,port_timestamp,88.9390029907,29,29,3.58069992065,29,13,10.529999733,29,29,2.40000009537,29,29,3736499316.74,-0.25203829999,-0.453673894695
"('749',)",11.8079996109,29,29,1023.97998047,29,29,0.98,empty,7,3736500708.28,1.25999999046,29,29,3736500708.88,0.0,44.63567,-124.30418,331.899993896,29,29,102398.0,29,29,208.644927096,29,29,0.519040210562,29,13,24.7894165179,0.554211999149,33.8445067155,2.26800012589,29,29,175.212677796,29,29,4.04812716738,29,29,32.1971881954,29,29,-7.34130207093,7.55544710159,29,29,0.0890283788151,-4.48951817353,-4.30999994278,29,29,3736499381.36,20.8700008392,29,13,port_timestamp,89.06300354,29,29,3.57929992676,29,13,10.515999794,29,29,2.40000009537,29,29,3736499381.36,-0.248817579066,-0.455513504221
"('750',)",11.7849998474,29,29,1023.90997314,29,29,0.98,empty,7,3736500708.28,1.28999996185,29,29,3736500708.89,0.0,44.63567,-124.30418,344.200012207,29,29,102391.0,29,29,208.640758095,29,29,0.52019473232,29,13,13.2651278882,0.618338204215,21.960529133,2.45699977875,29,29,172.642249394,29,29,3.68508238748,29,29,32.1968005029,29,29,-6.33336807902,7.54946899414,29,29,0.22258972629,-4.11128378813,-3.91000008583,29,29,3736499445.65,20.8999996185,29,13,port_timestamp,89.1220016479,29,29,3.57820010185,29,13,10.5039997101,29,29,2.59999990463,29,29,3736499445.65,-0.249337815067,-0.45654486473
"('751',)",11.7700004578,29,29,1023.90997314,29,29,0.98,empty,7,3736500708.29,0.769999980927,29,29,3736500708.89,0.0,44.63567,-124.30418,350.100006104,29,29,102391.0,29,29,208.80058959,29,29,0.521796245908,29,13,7.2618506838,0.805059987211,16.2957924159,2.64599990845,29,29,182.552608994,29,29,4.09157347021,29,29,32.1948735477,29,29,-7.1930018109,7.54867744446,29,29,-0.43360712396,-4.54476455195,-4.5,29,29,3736499510.03,20.8700008392,29,13,port_timestamp,89.2009963989,29,29,3.57730007172,29,13,10.4960002899,29,29,2.79999995232,29,29,3736499510.03,-0.251381963859,-0.457250949141
"('752',)",11.7399997711,29,29,1024.05004883,29,29,0.98,empty,7,3736500708.29,1.37999999523,29,29,3736500708.89,0.0,44.63567,-124.30418,350.100006104,29,29,102405.007812,29,29,208.959365489,29,29,0.523401021107,29,13,7.37894537137,0.75870938529,16.2411770601,2.7404999733,29,29,171.233819782,29,29,3.7105561518,29,29,32.1961766751,29,29,-6.22690748349,7.53764486313,29,29,0.312072874004,-4.12516802713,-3.90000009537,29,29,3736499574.38,20.9099998474,29,13,port_timestamp,89.2600021362,29,29,3.57690000534,29,13,10.4899997711,29,29,2.90000009537,29,29,3736499574.38,-0.253425128401,-0.457956693576
